age,gender,income,education,marital_status,household_size,region,urban_rural,total_purchases_12m,total_spend_12m,avg_order_value,days_since_last_purchase,product_categories_purchased,returns_rate,discount_usage_rate,loyalty_program_member,email_open_rate,email_click_rate,website_visits_30d,avg_session_duration,mobile_app_usage,social_media_engagement,push_notification_enabled,sms_opt_in,purchased_product_a
42,Female,93429,Master,Divorced,2,West,Urban,15,1371.47,91.43,27,7,0.129,0.42,1,0.259,0.037,6,3.44,17,30.08,1,0,1
63,Female,114697,Bachelor,Widowed,3,Northeast,Suburban,16,1507.74,94.23,15,1,0.042,0.584,0,0.212,0.025,11,4.69,6,28.35,0,1,0
38,Female,89578,Master,Single,2,West,Rural,29,1531.92,52.82,16,5,0.119,0.513,1,0.25,0.06,16,7.76,14,48.62,0,1,0
80,Male,137104,Bachelor,Married,3,Northeast,Urban,24,2918.28,121.59,11,2,0.022,0.315,0,0.082,0.021,17,5.14,6,37.77,1,1,1
51,Female,67930,Bachelor,Married,3,Southwest,Urban,17,1120.0,65.88,34,3,0.097,0.432,1,0.18,0.087,10,13.16,5,17.62,1,0,0
29,Female,48504,High School,Single,1,Southwest,Urban,9,833.34,92.59,52,3,0.014,0.462,0,0.421,0.09,9,5.03,21,60.13,1,0,0
25,Other,70004,Master,Single,2,West,Urban,9,561.24,62.36,65,1,0.08,0.799,0,0.318,0.126,4,11.17,9,30.31,1,0,0
49,Male,78522,Master,Married,5,Southeast,Urban,12,1109.05,92.42,31,7,0.151,0.753,0,0.334,0.142,11,3.57,11,12.45,0,1,0
38,Male,68703,Bachelor,Married,3,Northeast,Suburban,13,743.39,57.18,33,5,0.135,0.655,0,0.386,0.104,7,5.24,12,51.96,1,0,0
52,Male,73459,High School,Married,2,West,Suburban,23,1426.17,62.01,24,4,0.158,0.357,1,0.286,0.051,14,19.08,5,26.08,1,0,0
49,Female,72663,High School,Married,4,Southeast,Suburban,16,1219.39,76.21,28,1,0.158,0.742,1,0.294,0.09,15,6.44,8,13.61,1,0,0
40,Male,90156,High School,Single,4,Southeast,Urban,21,861.7,41.03,22,7,0.107,0.542,0,0.154,0.049,21,14.1,10,24.38,1,0,1
29,Male,70767,Bachelor,Married,3,Midwest,Suburban,9,225.02,25.0,48,2,0.275,0.313,0,0.153,0.061,7,3.14,12,26.64,0,0,0
19,Other,88052,Master,Married,5,Northeast,Urban,20,1209.72,60.49,21,4,0.023,0.526,0,0.352,0.065,15,4.12,13,66.55,1,0,1
35,Male,54591,High School,Married,4,Southeast,Urban,24,751.3,31.3,24,6,0.291,0.578,1,0.152,0.061,15,4.61,8,38.16,0,1,0
54,Female,123970,Master,Widowed,4,Southeast,Suburban,34,1593.68,46.87,12,6,0.155,0.613,1,0.188,0.041,14,16.53,8,1.26,0,1,1
45,Male,112576,Bachelor,Single,4,Southeast,Urban,13,1314.8,101.14,48,3,0.166,0.447,0,0.174,0.024,8,6.45,9,31.69,0,0,1
23,Female,81966,Master,Married,2,Midwest,Rural,22,1213.54,55.16,27,5,0.113,0.175,1,0.255,0.059,9,3.62,12,48.8,1,0,1
44,Female,90910,PhD,Single,4,Southeast,Urban,18,1234.47,68.58,29,1,0.057,0.454,0,0.286,0.044,10,3.11,6,34.97,0,1,0
47,Female,54967,High School,Married,3,West,Suburban,7,421.87,60.27,84,1,0.112,0.517,0,0.276,0.135,6,4.57,12,41.2,0,0,0
28,Female,97229,PhD,Single,2,West,Suburban,7,620.93,88.7,59,5,0.144,0.294,0,0.05,0.02,5,8.91,12,4.34,1,0,0
44,Male,67647,High School,Married,2,Northeast,Suburban,24,1667.56,69.48,25,1,0.4,0.415,1,0.286,0.069,15,9.08,9,39.73,1,0,0
42,Male,84676,Bachelor,Married,5,West,Suburban,11,840.18,76.38,26,3,0.127,0.812,0,0.332,0.089,11,6.24,10,41.54,1,0,0
24,Male,81702,Master,Single,1,West,Urban,9,722.16,80.24,22,8,0.126,0.22,0,0.3,0.073,7,12.7,16,28.54,0,0,0
47,Female,108304,PhD,Married,2,Southwest,Urban,19,1408.99,74.16,27,7,0.043,0.649,0,0.202,0.043,8,3.52,7,30.74,0,1,0
50,Female,71057,Bachelor,Widowed,3,West,Urban,22,1128.04,51.27,15,10,0.073,0.464,0,0.404,0.2,12,8.67,6,48.21,0,0,1
58,Male,93017,Bachelor,Married,4,Southeast,Suburban,31,935.22,30.17,16,6,0.032,0.47,1,0.294,0.046,8,9.3,8,11.94,0,1,0
57,Female,129024,Master,Married,2,West,Suburban,14,1501.89,107.28,14,2,0.24,0.611,0,0.25,0.042,10,5.4,9,23.41,1,1,0
21,Male,87698,Master,Single,1,Southwest,Suburban,11,661.51,60.14,58,3,0.051,0.623,0,0.349,0.061,8,8.48,15,45.24,1,0,0
27,Female,55220,High School,Married,6,Southeast,Urban,17,1653.76,97.28,25,1,0.086,0.766,1,0.219,0.09,14,4.09,9,57.35,1,0,0
49,Other,110243,Master,Married,4,Southwest,Rural,25,2496.97,99.88,7,3,0.205,0.733,1,0.38,0.123,11,5.72,11,9.57,1,0,1
49,Male,74234,Bachelor,Married,3,Midwest,Urban,19,1636.26,86.12,22,2,0.075,0.853,1,0.274,0.041,8,3.93,4,30.37,1,0,1
49,Female,72176,Bachelor,Married,3,Southeast,Urban,25,2005.07,80.2,23,2,0.057,0.665,1,0.149,0.032,12,5.81,10,22.0,0,0,0
80,Male,93383,Bachelor,Married,6,Northeast,Rural,18,1571.49,87.31,34,4,0.165,0.446,0,0.219,0.066,10,7.58,2,0.0,0,1,0
50,Female,78720,Bachelor,Married,4,Southwest,Urban,15,1183.2,78.88,27,2,0.028,0.4,0,0.415,0.182,5,3.01,8,14.7,1,0,0
59,Female,111469,PhD,Married,3,Southwest,Rural,28,2719.25,97.12,8,4,0.18,0.177,1,0.204,0.035,24,3.38,9,32.86,0,1,1
56,Male,103524,Bachelor,Married,2,Midwest,Urban,14,1193.66,85.26,45,6,0.207,0.492,0,0.273,0.036,9,5.64,11,27.26,0,1,0
51,Male,104270,PhD,Married,1,Midwest,Urban,23,1605.54,69.81,29,6,0.005,0.52,1,0.277,0.129,17,3.41,4,21.84,1,0,1
37,Male,43159,High School,Single,2,Southeast,Urban,12,336.07,28.01,16,1,0.276,0.534,0,0.187,0.054,11,4.73,14,56.81,0,0,0
53,Female,127138,Master,Married,2,Midwest,Suburban,30,3060.77,102.03,7,7,0.189,0.532,1,0.191,0.095,21,11.34,9,26.77,1,0,0
30,Female,72829,Master,Married,4,West,Suburban,15,1383.68,92.25,30,4,0.111,0.485,1,0.266,0.039,10,7.08,17,58.94,0,0,0
38,Male,73302,Bachelor,Widowed,2,West,Urban,19,1218.71,64.14,23,3,0.181,0.437,0,0.306,0.067,12,4.18,14,48.63,0,0,1
34,Female,74569,Bachelor,Married,3,Southwest,Urban,23,1617.2,70.31,21,6,0.048,0.575,1,0.201,0.034,17,3.13,13,44.08,0,1,0
43,Female,57949,Bachelor,Married,3,West,Urban,14,456.73,32.62,23,4,0.159,0.847,1,0.467,0.204,12,4.48,8,23.88,0,1,0
76,Male,134932,Master,Single,1,West,Urban,32,2828.37,88.39,6,4,0.242,0.246,1,0.268,0.038,15,16.52,3,21.47,0,1,1
18,Male,79556,Master,Single,3,Northeast,Rural,12,542.41,45.2,38,1,0.105,0.53,0,0.145,0.059,8,4.71,16,75.65,1,1,1
52,Female,90575,High School,Divorced,4,Southeast,Suburban,9,468.9,52.1,26,7,0.105,0.343,0,0.385,0.113,5,3.86,8,0.0,0,1,0
18,Female,59811,Master,Single,1,Northeast,Suburban,10,618.8,61.88,33,4,0.1,0.634,0,0.327,0.145,8,5.31,13,33.14,0,1,0
34,Male,69286,Bachelor,Single,1,Midwest,Urban,20,1269.83,63.49,23,5,0.058,0.213,1,0.464,0.065,18,8.38,11,56.93,0,0,0
58,Male,87590,Bachelor,Married,4,West,Urban,12,1074.58,89.55,22,3,0.136,0.358,0,0.271,0.043,10,10.81,6,14.22,1,0,1
42,Male,93158,Master,Married,5,Northeast,Suburban,12,1102.84,91.9,36,5,0.054,0.621,0,0.278,0.123,5,3.33,10,27.54,1,0,0
25,Female,38780,Bachelor,Married,4,West,Rural,11,351.02,31.91,47,4,0.102,0.883,0,0.316,0.096,4,4.62,19,53.22,1,1,0
31,Male,82062,Master,Single,1,Midwest,Rural,15,484.79,32.32,13,1,0.147,0.787,0,0.299,0.067,15,10.87,12,13.99,0,0,1
52,Male,60803,Bachelor,Married,5,Southwest,Suburban,9,372.89,41.43,52,4,0.061,0.348,0,0.256,0.056,13,4.81,10,25.57,0,0,0
31,Female,55775,High School,Married,6,Northeast,Urban,25,1091.9,43.68,17,4,0.149,0.374,1,0.232,0.06,13,4.95,9,35.39,1,0,1
45,Female,44670,Bachelor,Widowed,3,Northeast,Urban,14,887.26,63.38,15,6,0.016,0.349,1,0.269,0.081,7,10.69,12,33.11,0,0,0
42,Male,31426,High School,Divorced,5,Midwest,Suburban,9,521.65,57.96,56,8,0.23,0.798,0,0.313,0.038,12,5.46,5,28.25,0,0,1
32,Male,93478,Master,Married,3,West,Urban,16,1212.92,75.81,20,5,0.114,0.324,0,0.255,0.03,9,3.59,9,22.53,1,0,0
74,Female,91597,Bachelor,Divorced,3,West,Rural,31,2808.64,90.6,8,1,0.182,0.351,1,0.05,0.015,12,4.4,3,11.26,0,1,1
51,Male,66582,Bachelor,Divorced,1,Southwest,Suburban,21,2405.26,114.54,15,8,0.08,0.472,1,0.32,0.07,16,7.31,12,24.41,1,0,0
18,Male,59062,High School,Married,4,Southeast,Rural,14,800.26,57.16,32,4,0.262,0.406,1,0.372,0.121,9,4.65,16,31.53,1,0,0
44,Female,80714,Bachelor,Divorced,1,Southeast,Suburban,15,985.41,65.69,31,5,0.188,0.413,1,0.225,0.098,11,6.27,5,31.23,0,0,1
32,Male,94281,Master,Divorced,1,West,Suburban,15,904.92,60.33,17,1,0.139,0.358,0,0.278,0.06,2,4.48,9,10.78,1,0,0
54,Female,66306,High School,Single,2,Northeast,Urban,14,973.4,69.53,46,3,0.093,0.324,0,0.252,0.089,14,11.67,3,24.78,1,0,1
30,Female,104794,Bachelor,Single,4,Southwest,Suburban,17,1787.46,105.14,20,5,0.266,0.391,0,0.312,0.099,11,9.13,12,33.98,1,0,1
40,Male,93532,PhD,Married,6,Midwest,Urban,26,1736.62,66.79,12,3,0.101,0.624,1,0.377,0.077,10,3.89,10,18.3,1,0,1
49,Male,105967,Bachelor,Married,4,Midwest,Suburban,22,1653.54,75.16,12,3,0.22,0.578,0,0.398,0.141,16,7.15,14,17.66,0,1,1
54,Female,97879,Master,Single,1,Midwest,Suburban,21,1438.67,68.51,11,3,0.05,0.376,0,0.229,0.11,14,3.37,6,27.32,1,0,0
23,Female,20000,High School,Single,2,West,Suburban,11,186.82,16.98,60,5,0.018,0.641,1,0.292,0.123,12,4.81,17,46.99,0,1,1
36,Female,76642,Bachelor,Divorced,3,West,Suburban,34,2414.17,71.01,15,6,0.019,0.687,1,0.459,0.057,20,6.31,15,2.61,0,0,0
34,Female,87521,Master,Single,1,West,Suburban,11,848.75,77.16,51,1,0.213,0.365,0,0.229,0.043,11,15.29,13,52.16,1,0,0
32,Male,65430,Master,Married,5,Southeast,Urban,23,1423.43,61.89,16,4,0.174,0.612,1,0.27,0.064,16,8.76,13,47.82,0,0,0
68,Female,81166,Bachelor,Single,2,Northeast,Rural,18,1932.55,107.36,21,5,0.159,0.553,0,0.232,0.101,14,4.77,7,28.68,1,0,1
48,Male,78629,Bachelor,Single,2,West,Urban,11,850.5,77.32,60,2,0.052,0.573,0,0.395,0.137,7,13.77,9,11.23,0,1,0
23,Male,64246,Bachelor,Single,1,Northeast,Rural,14,557.13,39.79,19,1,0.062,0.713,0,0.197,0.071,7,3.95,12,47.06,1,0,0
55,Male,32540,High School,Single,2,Midwest,Suburban,14,824.83,58.92,24,1,0.103,0.409,1,0.548,0.176,14,10.16,8,1.2,0,1,1
73,Male,129796,Master,Divorced,1,Southeast,Rural,37,3260.03,88.11,7,8,0.205,0.28,1,0.322,0.06,13,5.87,4,15.98,0,0,1
57,Female,78782,Bachelor,Widowed,3,Midwest,Suburban,5,314.07,62.81,56,1,0.16,0.336,0,0.273,0.041,5,14.43,9,27.42,0,1,0
19,Male,35823,Bachelor,Married,3,Southeast,Suburban,11,488.86,44.44,45,5,0.099,0.46,0,0.415,0.075,10,5.47,11,41.09,1,0,0
34,Male,96915,Master,Single,1,West,Suburban,28,2037.05,72.75,12,6,0.132,0.64,1,0.14,0.043,19,3.06,10,44.51,1,0,1
61,Male,89045,Bachelor,Married,2,West,Suburban,14,1118.9,79.92,44,4,0.278,0.357,0,0.152,0.06,7,4.61,3,25.69,0,1,0
31,Female,83642,Bachelor,Single,3,Southeast,Urban,29,3309.75,114.13,6,6,0.05,0.53,1,0.248,0.121,9,4.25,11,52.01,1,1,1
48,Female,100569,Master,Married,3,Northeast,Suburban,20,1458.35,72.92,17,5,0.032,0.293,1,0.288,0.143,10,19.1,5,49.84,0,0,0
53,Male,97977,Master,Married,3,Southwest,Urban,13,1050.0,80.77,46,1,0.196,0.606,0,0.267,0.034,5,4.65,11,23.53,0,0,1
28,Male,60709,Bachelor,Married,5,Southeast,Suburban,22,1430.9,65.04,22,2,0.054,0.62,1,0.342,0.169,8,5.29,14,48.69,1,0,0
41,Male,65640,High School,Single,1,West,Urban,12,630.8,52.57,46,8,0.194,0.35,0,0.211,0.052,10,15.1,9,11.88,1,1,1
18,Female,48797,Bachelor,Single,1,Northeast,Urban,20,927.39,46.37,17,1,0.122,0.314,1,0.31,0.154,10,11.27,19,49.11,0,0,0
26,Female,63611,Master,Married,3,Northeast,Rural,8,653.4,81.68,42,3,0.077,0.333,0,0.277,0.106,9,3.65,14,51.92,1,0,0
38,Female,80148,Bachelor,Married,4,Southwest,Rural,16,957.89,59.87,39,4,0.173,0.808,0,0.375,0.157,10,10.29,6,32.91,0,1,0
23,Female,71832,Master,Married,3,Southwest,Suburban,18,866.79,48.16,31,3,0.072,0.836,0,0.308,0.136,11,7.23,17,42.45,0,0,1
66,Male,123903,PhD,Widowed,3,Midwest,Rural,14,1786.54,127.61,26,7,0.077,0.519,0,0.17,0.028,11,3.35,4,1.89,0,0,1
20,Female,87940,Master,Single,2,Southeast,Urban,17,847.71,49.87,16,1,0.033,0.952,0,0.37,0.101,10,3.07,18,38.66,0,0,1
35,Female,66891,Bachelor,Married,4,Southeast,Urban,9,730.02,81.11,24,2,0.094,0.739,0,0.287,0.059,10,13.29,13,17.01,1,1,0
43,Male,90225,Master,Married,2,Southeast,Urban,19,1350.6,71.08,32,4,0.083,0.757,0,0.228,0.033,15,5.22,8,21.06,0,0,1
63,Male,82005,Bachelor,Married,6,Southeast,Urban,13,607.07,46.7,40,3,0.146,0.704,0,0.396,0.07,9,9.3,8,14.93,0,1,0
20,Female,63061,Bachelor,Single,1,West,Urban,24,1295.88,53.99,20,5,0.186,0.614,1,0.089,0.011,17,3.27,20,38.87,0,1,0
59,Female,78047,High School,Divorced,3,Northeast,Suburban,12,774.13,64.51,46,2,0.044,0.484,0,0.103,0.026,8,10.4,11,6.33,1,0,0
42,Male,87711,Bachelor,Married,3,Southeast,Urban,22,907.56,41.25,29,4,0.165,0.425,1,0.307,0.058,13,6.35,7,39.05,0,1,0
27,Female,83513,PhD,Single,1,Southwest,Urban,17,1365.33,80.31,33,6,0.096,0.672,0,0.224,0.063,9,3.89,11,41.88,1,0,0
48,Female,57132,High School,Married,4,Northeast,Suburban,9,585.98,65.11,41,3,0.14,0.309,0,0.449,0.122,15,4.18,11,40.53,0,1,1
44,Male,72682,High School,Married,5,West,Urban,14,831.24,59.37,18,2,0.184,0.503,0,0.334,0.114,9,19.22,11,21.62,1,0,0
32,Male,99983,PhD,Single,2,Southwest,Suburban,13,1162.98,89.46,40,1,0.066,0.629,0,0.236,0.114,6,5.77,13,32.69,1,0,0
43,Male,46406,High School,Married,3,Northeast,Urban,7,400.99,57.28,39,3,0.188,0.252,0,0.282,0.136,11,3.76,7,0.0,1,0,0
36,Female,103998,Master,Single,2,West,Rural,25,2696.81,107.87,23,2,0.198,0.595,1,0.411,0.186,15,7.37,15,60.15,1,1,1
43,Male,49523,Bachelor,Married,4,Midwest,Urban,10,332.02,33.2,33,2,0.258,0.267,0,0.316,0.066,8,3.33,3,32.73,1,0,0
51,Male,78164,High School,Divorced,4,Southwest,Rural,12,758.76,63.23,20,2,0.108,0.321,0,0.331,0.15,8,8.64,8,41.93,0,0,0
65,Female,103621,PhD,Divorced,3,West,Suburban,22,2240.32,101.83,13,4,0.104,0.345,1,0.308,0.038,15,11.39,2,24.41,0,1,1
23,Female,72286,High School,Single,2,West,Urban,7,538.79,76.97,41,4,0.176,0.603,0,0.422,0.152,5,3.84,13,62.67,0,0,0
73,Male,75831,Bachelor,Single,3,Southeast,Urban,5,109.42,21.88,64,2,0.086,0.28,0,0.286,0.103,4,5.5,0,22.86,0,0,0
18,Male,72283,Bachelor,Single,3,Southeast,Suburban,14,458.6,32.76,21,4,0.088,0.37,0,0.226,0.033,16,11.92,14,7.2,1,0,0
39,Female,55575,High School,Single,1,Southeast,Rural,8,462.42,57.8,33,6,0.179,0.496,0,0.263,0.087,5,9.53,13,0.0,0,0,0
50,Female,60100,High School,Married,5,Southwest,Urban,8,742.77,92.85,44,1,0.052,0.586,0,0.283,0.043,0,3.14,8,40.06,0,0,0
46,Female,65180,High School,Single,1,West,Urban,21,1133.06,53.96,29,2,0.031,0.649,1,0.338,0.163,15,3.61,15,38.01,1,1,0
32,Male,60678,High School,Married,5,Northeast,Suburban,12,879.81,73.32,17,3,0.116,0.657,0,0.201,0.058,9,19.5,19,41.91,0,0,0
38,Female,72433,Master,Single,2,Northeast,Suburban,12,814.42,67.87,26,4,0.02,0.415,0,0.269,0.114,5,4.19,12,37.46,1,1,0
34,Female,55563,Bachelor,Married,5,West,Rural,7,485.52,69.36,61,5,0.125,0.692,0,0.477,0.142,7,5.99,14,59.58,1,1,0
33,Female,76744,Bachelor,Married,2,Southeast,Suburban,12,1077.44,89.79,50,1,0.038,0.955,0,0.211,0.037,4,3.15,11,28.28,1,1,0
54,Female,58189,Bachelor,Married,6,Southeast,Urban,4,311.91,77.98,67,1,0.052,0.293,0,0.209,0.031,4,3.64,9,21.54,0,1,0
47,Male,99436,PhD,Single,3,Southeast,Rural,18,1762.17,97.9,19,6,0.074,0.38,0,0.434,0.103,8,5.22,6,29.69,0,1,0
31,Male,141010,PhD,Divorced,4,Southeast,Suburban,27,2381.57,88.21,22,8,0.067,0.428,1,0.267,0.127,10,3.98,17,27.11,1,1,1
55,Female,85079,Master,Widowed,2,West,Suburban,22,1529.33,69.51,16,4,0.241,0.551,1,0.34,0.039,9,6.63,5,34.06,0,1,0
46,Female,109617,Master,Single,2,West,Suburban,14,1332.5,95.18,43,9,0.045,0.518,0,0.511,0.12,5,14.71,5,31.7,1,0,0
54,Female,75010,Bachelor,Divorced,1,Southeast,Urban,14,1080.15,77.15,28,4,0.25,0.224,0,0.264,0.081,18,8.04,7,1.69,1,1,1
51,Male,89035,Bachelor,Divorced,5,West,Urban,24,2073.88,86.41,19,6,0.12,0.247,1,0.323,0.099,13,6.64,9,19.63,0,1,0
29,Female,73615,Bachelor,Single,4,Southeast,Urban,17,534.35,31.43,27,6,0.161,0.759,1,0.188,0.035,15,3.12,18,50.01,1,0,0
33,Female,83934,Bachelor,Married,6,West,Rural,17,1630.44,95.91,13,3,0.062,0.451,0,0.25,0.065,13,10.26,12,26.95,0,0,1
53,Male,79996,Bachelor,Married,6,Southeast,Suburban,16,574.91,35.93,22,5,0.128,0.437,0,0.277,0.034,10,6.58,10,51.98,0,0,0
51,Male,111233,Bachelor,Married,4,West,Urban,9,635.39,70.6,31,2,0.131,0.536,0,0.098,0.041,5,4.02,7,45.35,1,0,0
41,Female,94559,PhD,Married,4,Southeast,Suburban,11,893.04,81.19,46,2,0.265,0.336,0,0.395,0.187,8,8.02,4,9.24,1,0,0
43,Female,93513,Master,Divorced,2,Southeast,Suburban,13,990.19,76.17,49,4,0.048,0.702,0,0.354,0.108,5,8.07,5,27.42,1,0,1
61,Female,93079,Bachelor,Divorced,3,West,Urban,23,2413.02,104.91,12,7,0.038,0.387,1,0.296,0.119,9,7.06,7,12.21,1,0,1
33,Female,65170,Master,Single,1,Southeast,Suburban,15,587.54,39.17,14,3,0.038,0.625,0,0.337,0.116,7,7.04,11,37.12,1,0,1
50,Male,76311,Bachelor,Married,3,West,Suburban,12,730.48,60.87,35,2,0.163,0.499,0,0.106,0.023,8,5.73,6,15.54,0,0,0
38,Male,58422,High School,Married,4,Northeast,Urban,7,138.78,19.83,49,2,0.148,0.274,0,0.356,0.148,5,5.49,17,28.28,0,0,1
38,Female,64518,Bachelor,Single,2,Northeast,Rural,9,584.02,64.89,20,1,0.128,0.421,0,0.159,0.045,8,3.11,11,49.95,0,0,0
58,Female,123613,Bachelor,Married,4,West,Suburban,13,1139.38,87.64,49,1,0.023,0.359,0,0.211,0.099,5,9.93,6,50.38,1,0,0
54,Female,56220,High School,Widowed,2,Midwest,Urban,12,399.72,33.31,53,4,0.095,0.656,1,0.346,0.119,7,14.16,7,23.99,1,1,0
54,Female,116491,Master,Married,4,Midwest,Rural,25,2860.73,114.43,24,2,0.171,0.406,0,0.153,0.036,16,14.41,6,6.54,0,0,0
61,Male,102246,Bachelor,Married,3,Northeast,Urban,21,2157.18,102.72,15,4,0.191,0.697,1,0.29,0.131,11,6.76,6,17.15,1,0,0
42,Female,73992,Bachelor,Single,2,Midwest,Rural,16,1095.0,68.44,14,3,0.288,0.289,0,0.495,0.172,12,7.1,11,43.92,1,0,0
52,Male,54221,High School,Married,2,Southeast,Urban,17,1357.97,79.88,28,3,0.079,0.445,0,0.256,0.065,6,6.36,8,32.47,1,0,0
37,Male,43676,High School,Married,5,Midwest,Suburban,15,749.84,49.99,21,4,0.13,0.812,1,0.369,0.142,3,4.94,12,19.61,1,0,0
46,Male,84630,Master,Married,2,Southwest,Suburban,8,692.72,86.59,32,1,0.078,0.435,0,0.1,0.044,8,10.58,8,12.02,0,1,0
40,Male,45813,Bachelor,Married,3,Southwest,Urban,18,1263.03,70.17,28,1,0.108,0.47,1,0.44,0.048,13,3.0,14,41.42,0,0,1
43,Male,89948,PhD,Single,5,West,Suburban,13,696.83,53.6,42,4,0.113,0.479,0,0.277,0.061,12,4.27,13,38.82,0,0,1
50,Male,88362,PhD,Single,2,Southwest,Suburban,16,1325.28,82.83,27,3,0.035,0.466,0,0.247,0.047,8,13.37,20,22.15,0,0,0
29,Male,83988,Bachelor,Single,2,Southeast,Suburban,7,527.53,75.36,44,5,0.23,0.593,0,0.21,0.048,10,3.72,19,2.64,1,1,0
73,Male,108276,Bachelor,Single,3,Southeast,Urban,18,1145.81,63.66,24,7,0.081,0.557,1,0.053,0.023,13,11.55,3,15.88,0,0,1
26,Female,88189,Master,Married,2,Midwest,Rural,24,1165.08,48.55,20,6,0.156,0.233,1,0.275,0.074,18,9.11,11,28.85,0,0,1
23,Male,97832,PhD,Single,2,Southeast,Suburban,8,710.99,88.87,23,3,0.155,0.403,0,0.108,0.025,5,7.14,19,48.58,0,0,0
59,Male,90304,Bachelor,Divorced,4,Southeast,Urban,27,1876.87,69.51,15,3,0.175,0.434,1,0.115,0.038,17,6.99,10,44.53,0,0,1
53,Female,119910,Master,Married,5,West,Suburban,22,1334.46,60.66,22,6,0.074,0.55,0,0.198,0.04,5,5.22,6,18.25,0,0,0
51,Female,87238,Master,Married,2,West,Suburban,19,1618.96,85.21,12,5,0.206,0.323,1,0.33,0.119,16,3.11,10,0.0,0,0,0
51,Female,83000,Bachelor,Divorced,2,Midwest,Rural,13,1172.56,90.2,30,4,0.193,0.178,0,0.132,0.015,14,6.95,12,16.5,1,1,0
41,Male,84605,Bachelor,Married,4,Midwest,Urban,12,586.58,48.88,28,4,0.083,0.344,0,0.197,0.047,7,4.08,5,53.58,1,0,1
28,Female,58181,Master,Married,5,Midwest,Urban,12,708.72,59.06,50,6,0.165,0.576,0,0.4,0.118,16,3.93,17,51.16,1,0,0
43,Male,121448,Bachelor,Married,2,Southwest,Urban,12,1453.11,121.09,34,2,0.081,0.444,0,0.288,0.089,17,4.33,7,16.91,1,0,0
31,Male,50828,High School,Married,3,West,Rural,13,483.42,37.19,29,2,0.026,0.406,0,0.359,0.045,7,4.69,13,29.74,1,0,0
56,Male,87529,Bachelor,Divorced,4,Southwest,Suburban,11,1186.99,107.91,26,2,0.127,0.633,0,0.281,0.121,5,3.83,9,14.99,0,1,1
39,Female,75653,High School,Married,3,Northeast,Urban,19,1165.65,61.35,35,4,0.096,0.574,1,0.355,0.09,7,18.71,10,0.0,0,0,0
29,Male,77524,Bachelor,Single,2,Southwest,Suburban,7,471.51,67.36,88,6,0.148,0.732,0,0.306,0.086,10,7.05,17,24.27,1,1,0
37,Male,100771,PhD,Married,5,Southwest,Urban,20,1049.84,52.49,18,4,0.247,0.496,0,0.333,0.161,7,5.05,10,22.84,1,1,1
48,Male,65951,High School,Divorced,2,Northeast,Urban,15,537.18,35.81,43,3,0.057,0.894,0,0.417,0.16,11,3.19,8,30.45,0,0,1
33,Female,44437,Bachelor,Married,3,Northeast,Suburban,21,821.08,39.1,23,5,0.021,0.595,1,0.152,0.058,14,10.41,12,28.86,1,0,0
29,Female,55453,Bachelor,Single,1,West,Urban,21,1584.24,75.44,27,8,0.234,0.765,1,0.349,0.113,10,4.81,18,17.8,1,0,1
45,Male,84358,Bachelor,Single,2,Midwest,Suburban,10,1189.91,118.99,21,3,0.104,0.352,0,0.329,0.159,8,6.96,8,34.23,0,0,1
45,Female,83258,Bachelor,Married,2,West,Suburban,7,866.23,123.75,24,5,0.132,0.483,0,0.171,0.085,6,8.83,10,49.7,1,1,1
34,Female,86117,Bachelor,Married,4,Southeast,Suburban,12,847.12,70.59,35,1,0.087,0.551,0,0.259,0.062,6,7.0,8,20.16,1,1,0
34,Female,65992,Bachelor,Divorced,6,Northeast,Urban,25,1396.69,55.87,8,4,0.041,0.795,1,0.245,0.083,14,7.94,13,37.84,1,1,1
45,Male,40790,High School,Married,3,Northeast,Suburban,8,245.68,30.71,74,1,0.045,0.515,0,0.219,0.023,8,5.43,12,9.33,1,1,0
20,Female,72450,Bachelor,Married,6,Midwest,Urban,15,1327.78,88.52,39,8,0.072,0.541,0,0.272,0.111,8,3.21,11,28.8,1,0,0
20,Male,78141,Bachelor,Single,2,Midwest,Suburban,16,872.79,54.55,33,2,0.154,0.464,0,0.307,0.138,9,11.27,10,38.1,0,0,1
31,Female,108873,PhD,Married,3,West,Urban,22,1753.24,79.69,8,6,0.108,0.199,1,0.495,0.161,19,3.55,19,7.19,1,0,0
38,Male,68545,Bachelor,Divorced,3,Southwest,Suburban,9,667.9,74.21,43,2,0.096,0.21,0,0.286,0.048,8,14.67,8,17.84,0,0,0
46,Male,78065,High School,Single,4,West,Suburban,24,1873.42,78.06,9,3,0.078,0.565,1,0.185,0.049,21,8.45,13,48.47,1,0,1
64,Male,158233,Master,Single,6,Northeast,Suburban,34,3294.82,96.91,19,3,0.041,0.631,1,0.317,0.112,19,7.38,3,9.53,0,0,0
54,Female,85527,Bachelor,Married,1,Northeast,Suburban,23,1629.8,70.86,21,3,0.154,0.38,1,0.453,0.203,16,6.09,8,20.67,0,1,0
39,Male,52123,Bachelor,Married,6,Northeast,Suburban,5,221.92,44.38,44,4,0.024,0.618,0,0.154,0.054,5,11.12,16,16.39,1,0,1
41,Female,64605,Bachelor,Married,4,Midwest,Urban,12,547.84,45.65,37,3,0.077,0.517,0,0.216,0.084,7,9.7,12,57.14,1,0,0
