age,gender,income,education,marital_status,household_size,region,urban_rural,total_purchases_12m,total_spend_12m,avg_order_value,days_since_last_purchase,product_categories_purchased,returns_rate,discount_usage_rate,loyalty_program_member,email_open_rate,email_click_rate,website_visits_30d,avg_session_duration,mobile_app_usage,social_media_engagement,push_notification_enabled,sms_opt_in,purchased_product_a,kmeans_cluster,hierarchical_cluster,dbscan_cluster,gmm_cluster,rfm_segment,purchase_propensity,propensity_segment,rfm_tier,propensity_tier,combined_segment,action_segment,engagement_score,engagement_tier,segment_3d,action_segment_3d,R_Score,F_Score,M_Score,RFM_Score,base_lifespan,customer_lifespan_years,purchase_frequency_annual,clv_simple,clv_rfm_weighted,clv_proxy,clv_predicted,clv_tier,age_group,income_quartile,churn_risk_score,is_churned,churn_probability,churn_risk_segment,clv_churn_action
49,Male,60701,Bachelor,Married,2,Southwest,Urban,13,576.94,44.38,18,5,0.038,0.501,0,0.236,0.045,11,15.17,6,15.55,1,1,0,3,0,-1,0,Potential Loyalists,0.1531767571956525,Very Low,Medium Value,Low Propensity,Medium Value / Low Propensity,6. Fence Sitter - Engage,0.3988258601802448,High Engagement,Medium Value | High Engagement | Low Propensity,9. Fading Interest - Re-engage,4,2,2,8,2.0,2.2,13,1269.2680000000005,1946.2109333333335,1172.5658980540736,1198.5517492154784,Silver,46-55,Q1 (Low),0.46636816129728437,0,0.006682884463882691,Very Low Risk,5. Growth Opportunity
37,Female,51304,High School,Widowed,2,Southeast,Suburban,9,255.11,28.35,45,4,0.117,0.508,0,0.259,0.093,3,4.28,8,57.57,0,1,0,2,2,-1,0,Hibernating,0.0878062243277805,Very Low,Low Value,Low Propensity,Low Value / Low Propensity,9. Cold - Low Priority,0.3138154923814414,Medium Engagement,Low Value | Medium Engagement | Low Propensity,10. Dormant - Minimal Effort,1,1,1,3,2.0,1.7,9,433.755,520.4244,364.4607127144324,285.1164344388188,Bronze,36-45,Q1 (Low),0.6254369015237117,1,0.999804533750815,Critical Risk,7. Low Priority - Monitor
19,Female,43318,Bachelor,Single,5,Southeast,Urban,6,271.23,45.21,98,1,0.163,0.645,0,0.241,0.028,9,4.31,11,39.09,1,0,0,2,2,-1,0,Hibernating,0.0893838665776857,Very Low,Low Value,Low Propensity,Low Value / Low Propensity,9. Cold - Low Priority,0.3163269122821305,Medium Engagement,Low Value | Medium Engagement | Low Propensity,10. Dormant - Minimal Effort,1,1,1,3,2.0,1.54,6,417.7404,501.23304,125.26782868463916,137.5649924517117,Bronze,18-25,Q1 (Low),0.848534617543574,1,0.9998020153073182,Critical Risk,7. Low Priority - Monitor
31,Female,64125,Master,Divorced,2,Northeast,Urban,11,626.05,56.91,52,5,0.048,0.876,0,0.103,0.033,6,11.77,11,11.51,0,1,0,2,0,-1,0,At Risk,0.1109225353867618,Very Low,Low Value,Low Propensity,Low Value / Low Propensity,9. Cold - Low Priority,0.2562832444511234,Low Engagement,Low Value | Low Engagement | Low Propensity,10. Dormant - Minimal Effort,1,2,2,5,2.0,1.87,11,1170.6387,1560.9513333333332,1053.939773335337,1101.058980548556,Silver,26-35,Q2,0.6859211288875531,1,0.999835681151711,Critical Risk,4. Re-engagement Campaign
35,Male,51566,Bachelor,Married,5,Northeast,Suburban,13,698.98,53.77,43,6,0.109,0.588,1,0.218,0.034,13,5.15,14,21.46,0,1,0,0,3,-1,3,Potential Loyalists,0.1304281447974856,Very Low,Medium Value,Low Propensity,Medium Value / Low Propensity,6. Fence Sitter - Engage,0.3433236715979791,Medium Engagement,Medium Value | Medium Engagement | Low Propensity,10. Dormant - Minimal Effort,2,2,2,6,3.5,3.5700000000000007,13,2495.4657000000007,3493.5020400000008,1747.8776914793937,1764.540357826549,Gold,26-35,Q1 (Low),0.4921797101248486,0,0.031846045056079755,Very Low Risk,5. Growth Opportunity
57,Male,92278,Bachelor,Divorced,2,Northeast,Suburban,7,711.14,101.59,64,4,0.092,0.346,0,0.264,0.103,9,3.75,5,30.79,0,0,0,3,0,-1,0,At Risk,0.127013462483631,Very Low,Low Value,Low Propensity,Low Value / Low Propensity,9. Cold - Low Priority,0.2409975481546784,Low Engagement,Low Value | Low Engagement | Low Propensity,10. Dormant - Minimal Effort,1,1,2,4,2.0,1.4,7,995.582,1261.0882666666664,1141.8618244464035,1160.8346220037097,Silver,55+,Q3,0.7367782681468421,1,0.9998441781778135,Critical Risk,4. Re-engagement Campaign
47,Male,70404,Bachelor,Married,2,Southeast,Urban,26,2054.74,79.03,15,2,0.045,0.79,1,0.266,0.098,11,5.37,9,36.35,0,0,0,0,1,-1,3,Champions,0.2315227455252601,Low,High Value,Low Propensity,High Value / Low Propensity,3. At-Risk VIP - Win Back,0.2890959923796528,Low Engagement,High Value | Low Engagement | Low Propensity,9. Fading Interest - Re-engage,5,5,5,15,3.5,3.850000000000001,26,7910.903000000002,15821.498,4574.997147713896,4569.274536034184,Diamond,46-55,Q2,0.28231413485740275,0,0.0002482370462831214,Very Low Risk,2. VIP Retain & Upsell
18,Female,20000,Bachelor,Single,3,West,Suburban,7,256.8,36.69,53,2,0.025,0.802,0,0.073,0.012,5,12.38,22,34.12,1,0,0,2,2,-1,0,Hibernating,0.1344024586126439,Very Low,Low Value,Low Propensity,Low Value / Low Propensity,9. Cold - Low Priority,0.3203604790574896,Medium Engagement,Low Value | Medium Engagement | Low Propensity,10. Dormant - Minimal Effort,1,1,1,3,2.0,1.87,7,480.2721,576.2592000000001,341.51314371724686,324.32294336548165,Bronze,18-25,Q1 (Low),0.7102167930773909,1,0.9998000591510399,Critical Risk,7. Low Priority - Monitor
46,Female,69072,High School,Divorced,1,Midwest,Suburban,20,1690.36,84.52,10,3,0.064,0.387,1,0.443,0.105,7,3.38,10,0.81,0,0,1,1,3,-1,3,Champions,0.6776130372711444,High,High Value,High Propensity,High Value / High Propensity,1. VIP - Retain & Upsell,0.2621227857592713,Low Engagement,High Value | Low Engagement | High Propensity,2. VIP Ready - Convert Now,5,4,5,14,3.5,4.0249999999999995,20,6803.859999999999,13153.818066666665,3855.2853157277814,3899.678017182992,Diamond,46-55,Q2,0.2700865539592569,0,0.00018302770156442103,Very Low Risk,2. VIP Retain & Upsell
36,Female,83826,Master,Divorced,2,West,Urban,13,1242.49,95.58,15,1,0.271,0.674,0,0.223,0.078,7,3.45,7,18.94,0,1,1,3,0,-1,1,Loyal Customers,0.514882247428666,Medium,High Value,Medium Propensity,High Value / Medium Propensity,2. Loyal - Nurture,0.2732351352374754,Low Engagement,High Value | Low Engagement | Medium Propensity,6. Potential Stars - Develop,5,2,4,11,2.0,1.7,13,2112.318,3661.2038666666663,2323.6181455712426,2288.561003963762,Gold,36-45,Q3,0.48075297295250496,0,0.018336393089554107,Very Low Risk,5. Growth Opportunity
31,Male,115600,PhD,Married,2,Southeast,Urban,15,1146.62,76.44,40,4,0.118,0.697,0,0.336,0.08,12,3.29,11,42.24,1,0,1,3,0,-1,1,Loyal Customers,0.4985278892662682,Medium,High Value,Medium Propensity,High Value / Medium Propensity,2. Loyal - Nurture,0.390256666501359,High Engagement,High Value | High Engagement | Medium Propensity,5. Loyal Engaged - Nurture,2,3,4,9,2.0,2.295,15,2631.4469999999997,4210.388639999999,2142.6564199504073,2236.6656203351463,Gold,26-35,Q4 (High),0.532526444477506,1,0.996126270603795,Critical Risk,4. Re-engagement Campaign
51,Female,86996,Bachelor,Single,1,Southeast,Suburban,9,553.98,61.55,40,5,0.245,0.85,0,0.252,0.047,2,6.59,7,16.38,0,1,1,3,0,-1,0,At Risk,0.5187827119778804,Medium,Low Value,Medium Propensity,Low Value / Medium Propensity,8. Prospect - Convert,0.2343976088808709,Low Engagement,Low Value | Low Engagement | Medium Propensity,7. Fence Sitters - Persuade,2,1,1,4,2.0,1.4449999999999998,9,800.4577499999998,1013.9680599999998,910.4017326642612,849.384516283378,Bronze,46-55,Q3,0.6204982560016036,1,0.9998451828246936,Critical Risk,7. Low Priority - Monitor
57,Male,49019,High School,Divorced,5,Southwest,Rural,6,586.46,97.74,30,2,0.095,0.474,0,0.375,0.065,8,3.84,11,0.0,0,1,0,3,0,-1,0,Potential Loyalists,0.1351178101433473,Very Low,Medium Value,Low Propensity,Medium Value / Low Propensity,6. Fence Sitter - Engage,0.3132343774303516,Medium Engagement,Medium Value | Medium Engagement | Low Propensity,10. Dormant - Minimal Effort,3,1,2,6,2.0,2.5,6,1466.1,2052.61,1089.0234632291056,1235.9010374978725,Silver,55+,Q1 (Low),0.555686457847263,1,0.9969606935153075,Critical Risk,4. Re-engagement Campaign
55,Male,36154,High School,Married,3,Midwest,Urban,10,432.8,43.28,49,1,0.162,0.573,0,0.423,0.123,12,12.42,9,58.64,0,0,1,2,0,-1,0,Hibernating,0.6057525360547444,High,Low Value,High Propensity,Low Value / High Propensity,7. Hidden Gem - Activate,0.4016324249733834,High Engagement,Low Value | High Engagement | High Propensity,3. Engaged Prospects - Activate,1,1,1,3,2.0,2.125,10,919.7,1103.64,706.0329274920151,754.8450603895706,Bronze,46-55,Q1 (Low),0.5861846261164344,1,0.9992760390348312,Critical Risk,7. Low Priority - Monitor
29,Female,68007,Master,Single,1,Midwest,Suburban,17,869.45,51.14,30,1,0.053,0.363,1,0.517,0.127,6,18.08,16,56.33,1,1,0,0,0,-1,3,Loyal Customers,0.2949990712191774,Low,High Value,Low Propensity,High Value / Low Propensity,3. At-Risk VIP - Win Back,0.5881374757438554,High Engagement,High Value | High Engagement | Low Propensity,8. Declining VIPs - Win Back,3,4,3,10,3.5,4.375,17,3803.5375,6339.739583333333,2242.265817723157,2309.3702039095897,Gold,26-35,Q2,0.3023725048512289,0,0.00017452643050383182,Very Low Risk,5. Growth Opportunity
37,Female,60823,Bachelor,Divorced,4,Midwest,Rural,14,802.5,57.32,20,2,0.111,0.59,0,0.362,0.084,9,11.45,13,9.61,1,0,0,3,0,-1,1,Loyal Customers,0.2144861008025873,Low,High Value,Low Propensity,High Value / Low Propensity,3. At-Risk VIP - Win Back,0.3783260722708403,High Engagement,High Value | High Engagement | Low Propensity,8. Declining VIPs - Win Back,4,3,2,9,2.0,2.5,14,2006.2,3210.0,1573.9490716812522,1511.4754873514946,Silver,36-45,Q1 (Low),0.44749034110138747,0,0.0025933325619076223,Very Low Risk,5. Growth Opportunity
46,Other,106547,Master,Married,6,Midwest,Suburban,16,1676.2,104.76,23,5,0.224,0.6,0,0.271,0.133,6,7.09,12,17.17,1,1,0,3,0,-1,1,Champions,0.3849704246278839,Low,High Value,Low Propensity,High Value / Low Propensity,3. At-Risk VIP - Win Back,0.4204248776672247,High Engagement,High Value | High Engagement | Low Propensity,8. Declining VIPs - Win Back,4,3,5,12,2.0,1.87,16,3134.4192000000003,5642.089200000001,3175.773063300168,3206.9755381148843,Platinum,46-55,Q4 (High),0.4572705800221106,0,0.001727644151020046,Very Low Risk,2. VIP Retain & Upsell
56,Male,85266,Bachelor,Divorced,3,Southwest,Urban,15,1305.01,87.0,31,2,0.087,0.655,0,0.349,0.107,11,3.72,7,46.48,0,0,0,3,0,-1,1,Loyal Customers,0.2740014676029939,Low,High Value,Low Propensity,High Value / Low Propensity,3. At-Risk VIP - Win Back,0.3093282440437766,Medium Engagement,High Value | Medium Engagement | Low Propensity,9. Fading Interest - Re-engage,3,3,4,10,2.0,2.125,15,2773.125,4621.910416666666,2491.045538213133,2520.24223804463,Platinum,55+,Q3,0.5061121289690225,1,0.5384918871293819,Medium Risk,3. VIP Proactive Retention
34,Female,99805,Master,Divorced,2,Southwest,Suburban,16,1238.25,77.39,29,3,0.165,0.609,0,0.116,0.036,7,3.78,8,12.05,1,1,0,3,0,-1,1,Loyal Customers,0.3311755655158987,Low,High Value,Low Propensity,High Value / Low Propensity,3. At-Risk VIP - Win Back,0.2981703882312813,Low Engagement,High Value | Low Engagement | Low Propensity,9. Fading Interest - Re-engage,3,3,4,10,2.0,2.0,16,2476.48,4127.5,2318.7904914693845,2282.1150040478883,Gold,26-35,Q4 (High),0.539388144575966,1,0.994063857774304,Critical Risk,4. Re-engagement Campaign
39,Male,51927,Bachelor,Married,5,West,Urban,8,545.56,68.2,51,1,0.111,0.385,0,0.342,0.146,13,7.06,14,42.69,0,0,0,2,0,-1,0,Hibernating,0.095983327037179,Very Low,Low Value,Low Propensity,Low Value / Low Propensity,9. Cold - Low Priority,0.3901055137939843,High Engagement,Low Value | High Engagement | Low Propensity,9. Fading Interest - Re-engage,1,1,1,3,2.0,2.295,8,1252.152,1502.4722399999998,922.8930741381952,821.8367874968345,Bronze,36-45,Q1 (Low),0.6269122305745365,1,0.9994460924607115,Critical Risk,7. Low Priority - Monitor
25,Male,75078,Bachelor,Single,3,West,Suburban,14,1015.63,72.54,25,3,0.023,0.485,0,0.275,0.084,16,6.41,14,28.34,1,0,1,0,0,-1,1,Loyal Customers,0.278569440783381,Low,High Value,Low Propensity,High Value / Low Propensity,3. At-Risk VIP - Win Back,0.4195998887458202,High Engagement,High Value | High Engagement | Low Propensity,8. Declining VIPs - Win Back,3,3,3,9,2.0,2.4000000000000004,14,2437.3440000000005,3900.0192000000006,2020.425221623746,1976.5520144861543,Gold,18-25,Q2,0.4788578000286137,0,0.04234541152477275,Very Low Risk,5. Growth Opportunity
24,Female,70614,Bachelor,Single,2,Midwest,Urban,13,812.01,62.46,15,3,0.094,0.483,0,0.098,0.011,8,6.01,15,23.41,1,0,0,2,2,-1,0,Loyal Customers,0.1782326056525586,Very Low,High Value,Low Propensity,High Value / Low Propensity,3. At-Risk VIP - Win Back,0.2739486246902528,Low Engagement,High Value | Low Engagement | Low Propensity,9. Fading Interest - Re-engage,5,2,2,9,2.0,2.2,13,1786.3560000000002,2858.2752000000005,1593.025117407076,1499.180147489269,Silver,18-25,Q2,0.5056102750619494,1,0.9297076331894996,Critical Risk,4. Re-engagement Campaign
54,Female,38526,High School,Married,6,Northeast,Urban,6,259.57,43.26,27,2,0.051,0.373,0,0.231,0.095,10,11.9,6,25.01,1,0,0,3,0,-1,0,At Risk,0.0642843601767473,Very Low,Low Value,Low Propensity,Low Value / Low Propensity,9. Cold - Low Priority,0.3401460842700935,Medium Engagement,Low Value | Medium Engagement | Low Propensity,10. Dormant - Minimal Effort,3,1,1,5,2.0,2.0,6,519.12,692.1866666666666,479.559790281028,514.216770539154,Bronze,46-55,Q1 (Low),0.5657707831459813,1,0.9972254851627885,Critical Risk,7. Low Priority - Monitor
62,Female,110039,Bachelor,Divorced,3,Northeast,Urban,20,1759.61,87.98,20,1,0.054,0.783,0,0.408,0.16,15,6.32,9,5.09,0,0,0,3,0,-1,1,Champions,0.3514546573893992,Low,High Value,Low Propensity,High Value / Low Propensity,3. At-Risk VIP - Win Back,0.3540897314293957,Medium Engagement,High Value | Medium Engagement | Low Propensity,9. Fading Interest - Re-engage,4,4,5,13,2.0,2.5,20,4399.0,8211.513333333334,3477.932449428819,3494.644542754774,Diamond,55+,Q4 (High),0.4031376092696764,0,0.0007055924617322286,Very Low Risk,2. VIP Retain & Upsell
40,Male,89001,Master,Married,4,Northeast,Suburban,26,1720.61,66.18,10,5,0.206,0.53,1,0.195,0.051,9,4.17,14,6.47,1,0,1,0,3,-1,3,Champions,0.6608713115494356,High,High Value,High Propensity,High Value / High Propensity,1. VIP - Retain & Upsell,0.2942602003329899,Low Engagement,High Value | Low Engagement | High Propensity,2. VIP Ready - Convert Now,5,5,5,15,3.5,3.2725000000000004,26,5630.925300000002,11261.39245,3802.310230099897,3813.530074537479,Diamond,36-45,Q3,0.27325907104451314,0,0.000345395371899517,Very Low Risk,2. VIP Retain & Upsell
57,Female,92080,Bachelor,Married,5,Northeast,Rural,12,929.43,77.45,53,4,0.088,0.557,0,0.273,0.034,12,3.62,10,31.08,0,0,1,3,0,-1,1,Potential Loyalists,0.2908492724975335,Low,Medium Value,Low Propensity,Medium Value / Low Propensity,6. Fence Sitter - Engage,0.2578988468077286,Low Engagement,Medium Value | Low Engagement | Low Propensity,10. Dormant - Minimal Effort,1,2,3,6,2.0,1.87,12,1737.9780000000003,2433.24774,1630.3197340423187,1636.1468901458156,Silver,55+,Q3,0.6493757861940098,1,0.9998221255408138,Critical Risk,4. Re-engagement Campaign
47,Male,80226,Master,Single,2,Southeast,Suburban,12,829.47,69.12,41,2,0.037,0.76,0,0.138,0.022,13,6.36,7,27.68,0,0,1,3,0,-1,1,Potential Loyalists,0.6432633696366723,High,Medium Value,High Propensity,Medium Value / High Propensity,4. Rising Star - Accelerate,0.2150675714016069,Low Engagement,Medium Value | Low Engagement | High Propensity,4. Hidden Opportunity - Target,2,2,2,6,2.0,1.87,12,1551.0528000000002,2171.5524600000003,1503.100076420482,1400.2870851976363,Silver,46-55,Q3,0.6316087079419008,1,0.9998428861568763,Critical Risk,4. Re-engagement Campaign
32,Female,85328,Bachelor,Married,4,Northeast,Urban,20,873.04,43.65,23,9,0.112,0.678,1,0.286,0.134,15,3.06,14,45.99,0,0,0,0,3,-1,3,Loyal Customers,0.2957860807485596,Low,High Value,Low Propensity,High Value / Low Propensity,3. At-Risk VIP - Win Back,0.374347468675915,Medium Engagement,High Value | Medium Engagement | Low Propensity,9. Fading Interest - Re-engage,4,4,3,11,3.5,4.200000000000001,20,3666.600000000001,6355.731200000002,2194.474000602774,2433.375177267483,Platinum,26-35,Q3,0.3368193951537059,0,0.00020878760085324814,Very Low Risk,2. VIP Retain & Upsell
47,Male,45412,High School,Married,4,Midwest,Suburban,9,379.08,42.12,40,4,0.011,0.52,0,0.245,0.087,6,11.71,17,48.08,0,1,0,2,0,-1,0,At Risk,0.2874111737914536,Low,Low Value,Low Propensity,Low Value / Low Propensity,9. Cold - Low Priority,0.3965060681044484,High Engagement,Low Value | High Engagement | Low Propensity,9. Fading Interest - Re-engage,2,1,1,4,2.0,1.87,9,708.8796,897.9141599999999,675.0268804313346,686.4433624194312,Bronze,46-55,Q1 (Low),0.5894765641568882,1,0.9996898241840226,Critical Risk,7. Low Priority - Monitor
65,Male,105081,Bachelor,Divorced,3,Southeast,Suburban,15,1160.59,77.37,22,4,0.133,0.606,0,0.05,0.021,9,3.03,5,0.0,0,1,0,3,0,-1,1,Loyal Customers,0.1800481358183082,Very Low,High Value,Low Propensity,High Value / Low Propensity,3. At-Risk VIP - Win Back,0.1804820274576372,Low Engagement,High Value | Low Engagement | Low Propensity,9. Fading Interest - Re-engage,4,3,4,11,2.0,2.0,15,2321.1000000000004,4023.3786666666665,2188.125373237291,2248.627524204443,Gold,55+,Q4 (High),0.5516813722862504,1,0.9940022903874683,Critical Risk,4. Re-engagement Campaign
41,Female,85709,Bachelor,Married,1,Midwest,Suburban,8,880.39,110.05,31,2,0.254,0.386,0,0.26,0.045,13,4.39,11,35.02,0,1,0,3,0,-1,0,Potential Loyalists,0.2364618954090068,Low,Medium Value,Low Propensity,Medium Value / Low Propensity,6. Fence Sitter - Engage,0.3561841012137796,Medium Engagement,Medium Value | Medium Engagement | Low Propensity,10. Dormant - Minimal Effort,3,1,3,7,2.0,1.734,8,1526.6136,2239.007848,1600.830700364134,1650.700750416051,Silver,36-45,Q3,0.5612076242016886,1,0.9979180890203466,Critical Risk,4. Re-engagement Campaign
65,Female,77987,Bachelor,Single,2,Northeast,Suburban,27,1776.41,65.79,7,10,0.139,0.36,1,0.333,0.102,15,10.58,4,0.0,0,0,0,1,1,-1,3,Champions,0.4019732891272105,Medium,High Value,Medium Propensity,High Value / Medium Propensity,2. Loyal - Nurture,0.2870100553265197,Low Engagement,High Value | Low Engagement | Medium Propensity,6. Potential Stars - Develop,5,5,5,15,3.5,4.375,27,7771.44375,15543.5875,3980.422521597956,3965.669966870768,Diamond,55+,Q3,0.2271091000458072,0,0.00021711107642323737,Very Low Risk,2. VIP Retain & Upsell
18,Male,69750,High School,Single,2,West,Rural,13,914.42,70.34,37,2,0.143,0.582,0,0.149,0.047,7,4.66,14,70.08,0,0,0,2,2,-1,1,Potential Loyalists,0.1030039903143301,Very Low,Medium Value,Low Propensity,Medium Value / Low Propensity,6. Fence Sitter - Engage,0.2676921868280443,Low Engagement,Medium Value | Low Engagement | Low Propensity,10. Dormant - Minimal Effort,2,2,3,7,2.0,1.87,13,1709.9654000000005,2507.949253333333,1658.7666260484132,1690.3905926193763,Silver,18-25,Q2,0.594439340412169,1,0.9997825428399102,Critical Risk,4. Re-engagement Campaign
54,Male,87272,Bachelor,Widowed,4,West,Urban,9,1049.96,116.66,60,1,0.088,0.564,0,0.253,0.062,8,3.78,7,13.17,1,1,0,3,0,-1,0,At Risk,0.0929181647277105,Very Low,Low Value,Low Propensity,Low Value / Low Propensity,9. Cold - Low Priority,0.3494196425601824,Medium Engagement,Low Value | Medium Engagement | Low Propensity,10. Dormant - Minimal Effort,1,1,3,5,2.0,1.7,9,1784.898,2379.9093333333335,1858.5376527680544,1788.1377644126103,Gold,46-55,Q3,0.6861827381546302,1,0.9997153146450543,Critical Risk,4. Re-engagement Campaign
43,Female,69808,High School,Single,3,Southeast,Urban,17,566.43,33.32,36,3,0.07,0.41,0,0.357,0.102,5,3.48,10,35.15,1,1,0,2,0,-1,1,Potential Loyalists,0.2057098212496104,Low,Medium Value,Low Propensity,Medium Value / Low Propensity,6. Fence Sitter - Engage,0.4148747544270448,High Engagement,Medium Value | High Engagement | Low Propensity,9. Fading Interest - Re-engage,2,4,1,7,2.0,1.955,17,1107.3902,1624.1436199999998,1057.502376328113,1014.9729887949206,Bronze,36-45,Q2,0.4922917157812578,0,0.0675015483492341,Very Low Risk,8. Acquisition Focus
37,Male,32293,High School,Married,6,West,Urban,6,92.75,15.46,82,2,0.113,0.552,0,0.187,0.061,11,6.63,6,18.68,1,0,0,2,2,-1,0,Hibernating,0.0758742997660393,Very Low,Low Value,Low Propensity,Low Value / Low Propensity,9. Cold - Low Priority,0.2920476471914441,Low Engagement,Low Value | Low Engagement | Low Propensity,10. Dormant - Minimal Effort,1,1,1,3,2.0,1.54,6,142.8504,171.402,0.0,0.0,Bronze,36-45,Q1 (Low),0.8286349150061556,1,0.9998105683956218,Critical Risk,7. Low Priority - Monitor
43,Male,106765,Bachelor,Married,4,Southeast,Suburban,24,1627.58,67.82,26,1,0.045,0.361,1,0.197,0.025,13,3.58,15,29.19,1,0,1,0,3,-1,3,Champions,0.5578815729472977,Medium,High Value,Medium Propensity,High Value / Medium Propensity,2. Loyal - Nurture,0.3423031097282384,Medium Engagement,High Value | Medium Engagement | Medium Propensity,6. Potential Stars - Develop,3,5,5,13,3.5,4.200000000000001,24,6836.256000000001,12760.227200000005,3691.2803829184713,3743.836144638435,Diamond,36-45,Q4 (High),0.3476949336099079,0,0.0002085034083914345,Very Low Risk,2. VIP Retain & Upsell
18,Male,36631,Bachelor,Married,6,West,Rural,7,291.58,41.65,90,3,0.008,0.365,0,0.186,0.063,5,5.21,13,14.23,0,1,0,2,2,-1,0,Hibernating,0.0356057469022867,Very Low,Low Value,Low Propensity,Low Value / Low Propensity,9. Cold - Low Priority,0.2750322234779251,Low Engagement,Low Value | Low Engagement | Low Propensity,10. Dormant - Minimal Effort,1,1,1,3,2.0,1.54,7,448.987,538.83984,214.4883470433775,267.0101584555218,Bronze,18-25,Q1 (Low),0.8611268886377482,1,0.9997997845742563,Critical Risk,7. Low Priority - Monitor
38,Male,116373,PhD,Single,2,Midwest,Rural,12,1002.53,83.54,54,3,0.091,0.401,0,0.313,0.038,6,4.21,11,14.47,0,0,0,3,0,-1,1,Potential Loyalists,0.2332882411718867,Low,Medium Value,Low Propensity,Medium Value / Low Propensity,6. Fence Sitter - Engage,0.2118258228681455,Low Engagement,Medium Value | Low Engagement | Low Propensity,10. Dormant - Minimal Effort,1,2,3,6,2.0,2.125,12,2130.27,2982.52675,1752.9676318604436,1809.60150852269,Gold,36-45,Q4 (High),0.6550348354263709,1,0.9997457552520886,Critical Risk,4. Re-engagement Campaign
47,Female,63278,Bachelor,Divorced,3,Southeast,Rural,10,514.22,51.42,46,7,0.052,0.413,0,0.366,0.165,11,9.74,10,32.61,1,0,0,3,0,-1,0,Hibernating,0.1386033390725309,Very Low,Low Value,Low Propensity,Low Value / Low Propensity,9. Cold - Low Priority,0.4413691690047524,High Engagement,Low Value | High Engagement | Low Propensity,9. Fading Interest - Re-engage,1,1,1,3,2.0,2.125,10,1092.6750000000002,1311.261,917.4710307014258,853.6137196721048,Bronze,46-55,Q2,0.5763039439768274,1,0.9990499709597493,Critical Risk,7. Low Priority - Monitor
64,Female,97515,Master,Married,3,Northeast,Urban,27,1460.27,54.08,10,4,0.05,0.773,1,0.277,0.076,15,6.58,6,12.87,1,0,0,1,3,-1,3,Champions,0.2153952674789021,Low,High Value,Low Propensity,High Value / Low Propensity,3. At-Risk VIP - Win Back,0.3460312795029576,Medium Engagement,High Value | Medium Engagement | Low Propensity,9. Fading Interest - Re-engage,5,5,4,14,3.5,3.850000000000001,27,5621.616,10869.276366666669,3437.787633850887,3352.2703605958677,Diamond,55+,Q4 (High),0.23983818854385291,0,0.00023016770074297198,Very Low Risk,2. VIP Retain & Upsell
